 ID do carro  | Horario de Chegada | Tempo de Servico 
2629 | 23 | 20
2630 | 24 | 23
2631 | 22 | 23
2632 | 24 | 13
2633 | 17 | 16
2634 | 20 | 15
2635 | 22 | 17
2636 | 15 | 23
2637 | 18 | 22
2638 | 17 | 25
2639 | 25 | 9
2640 | 21 | 22
2641 | 14 | 19
2642 | 11 | 19
2643 | 28 | 22
2644 | 14 | 15
2645 | 28 | 16
2646 | 15 | 19
2647 | 16 | 22
2648 | 31 | 18
2649 | 14 | 13
2650 | 16 | 18
2651 | 20 | 22
2652 | 24 | 17
2653 | 22 | 12
2654 | 17 | 19
2655 | 14 | 16
2656 | 23 | 19
2657 | 22 | 11
2658 | 27 | 13
2659 | 15 | 25
2660 | 17 | 16
2661 | 16 | 21
2662 | 19 | 12
2663 | 26 | 16
2664 | 23 | 24
2665 | 29 | 12
2666 | 16 | 15
2667 | 21 | 10
2668 | 21 | 20
2669 | 18 | 15
2670 | 18 | 18
2671 | 17 | 18
2672 | 25 | 18
2673 | 21 | 25
2674 | 16 | 15
2675 | 20 | 13
2676 | 17 | 27
2677 | 16 | 16
2678 | 16 | 15
2679 | 18 | 22
2680 | 26 | 10
2681 | 21 | 23
2682 | 30 | 16
2683 | 16 | 19
2684 | 22 | 23
2685 | 9 | 19
2686 | 20 | 19
2687 | 25 | 24
2688 | 18 | 17
2689 | 31 | 11
2690 | 12 | 15
2691 | 25 | 11
2692 | 24 | 12
2693 | 21 | 9
2694 | 19 | 11
2695 | 19 | 25
2696 | 13 | 20
2697 | 17 | 15
2698 | 14 | 27
2699 | 21 | 21
2700 | 17 | 20
2701 | 21 | 20
2702 | 20 | 26
2703 | 11 | 17
2704 | 19 | 19
2705 | 23 | 19
2706 | 23 | 21
2707 | 15 | 19
2708 | 19 | 21
2709 | 16 | 19
2710 | 17 | 23
2711 | 12 | 20
2712 | 19 | 21
2713 | 20 | 21
2714 | 22 | 26
2715 | 26 | 18
2716 | 21 | 17
2717 | 19 | 14
2718 | 13 | 17
2719 | 26 | 16
2720 | 26 | 26
2721 | 14 | 14
2722 | 26 | 17
2723 | 19 | 25
2724 | 17 | 22
2725 | 20 | 21
2726 | 16 | 25
2727 | 16 | 18
2728 | 23 | 25
2729 | 21 | 21
2730 | 15 | 14
2731 | 22 | 21
2732 | 23 | 12
2733 | 26 | 18
2734 | 16 | 20
2735 | 20 | 10
2736 | 9 | 16
2737 | 21 | 21
2738 | 28 | 18
2739 | 31 | 15
2740 | 18 | 13
2741 | 25 | 16
2742 | 13 | 16
2743 | 20 | 16
2744 | 14 | 10
2745 | 11 | 16
2746 | 13 | 22
2747 | 31 | 18
2748 | 27 | 16
2749 | 23 | 17
2750 | 12 | 25
2751 | 10 | 16
2752 | 23 | 17
2753 | 17 | 15
2754 | 12 | 24
2755 | 20 | 22
2756 | 28 | 19
2757 | 30 | 19
2758 | 15 | 14
2759 | 17 | 18
2760 | 17 | 18
2761 | 17 | 16
2762 | 24 | 18
2763 | 18 | 25
2764 | 16 | 20
2765 | 21 | 18
2766 | 17 | 18
2767 | 23 | 22
2768 | 21 | 18
2769 | 16 | 21
2770 | 20 | 22
2771 | 21 | 10
2772 | 17 | 21
2773 | 15 | 22
2774 | 19 | 16
2775 | 23 | 20
2776 | 17 | 17
2777 | 25 | 16
2778 | 30 | 11
2779 | 15 | 27
2780 | 19 | 17
2781 | 15 | 17
2782 | 18 | 27
2783 | 30 | 13
2784 | 23 | 25
2785 | 18 | 16
2786 | 20 | 13
2787 | 19 | 13
2788 | 27 | 22
2789 | 19 | 11
2790 | 22 | 16
2791 | 17 | 19
2792 | 20 | 21
2793 | 22 | 23
2794 | 24 | 27
2795 | 15 | 25
2796 | 25 | 21
2797 | 17 | 27
2798 | 23 | 21
2799 | 29 | 21
2800 | 20 | 12
2801 | 18 | 26
2802 | 20 | 19
2803 | 21 | 24
2804 | 23 | 18
2805 | 19 | 14
2806 | 17 | 20
2807 | 22 | 14
2808 | 23 | 19
2809 | 15 | 12
2810 | 23 | 19
2811 | 15 | 25
2812 | 29 | 24
2813 | 18 | 18
2814 | 22 | 20
2815 | 20 | 14
2816 | 19 | 24
2817 | 19 | 26
2818 | 21 | 17
2819 | 24 | 21
2820 | 15 | 20
2821 | 16 | 21
2822 | 19 | 16
2823 | 18 | 26
2824 | 17 | 23
2825 | 19 | 20
2826 | 21 | 11
2827 | 19 | 16
2828 | 14 | 14
2829 | 16 | 20
2830 | 29 | 11
2831 | 26 | 15
2832 | 23 | 18
2833 | 19 | 24
2834 | 18 | 15
2835 | 22 | 13
2836 | 21 | 23
2837 | 26 | 21
2838 | 24 | 23
2839 | 15 | 19
2840 | 21 | 25
2841 | 18 | 23
2842 | 17 | 12
2843 | 19 | 18
2844 | 18 | 16
2845 | 28 | 17
2846 | 17 | 24
2847 | 14 | 17
2848 | 16 | 17
2849 | 21 | 20
2850 | 22 | 19
2851 | 20 | 22
2852 | 27 | 18
2853 | 27 | 29
2854 | 18 | 22
2855 | 27 | 20
2856 | 21 | 16
2857 | 14 | 23
2858 | 19 | 22
2859 | 23 | 30
2860 | 13 | 20
2861 | 20 | 19
2862 | 24 | 22
2863 | 18 | 29
2864 | 23 | 22
2865 | 21 | 16
2866 | 18 | 19
2867 | 20 | 23
2868 | 19 | 22
2869 | 22 | 18
2870 | 21 | 25
2871 | 24 | 14
2872 | 14 | 15
2873 | 19 | 21
2874 | 17 | 17
2875 | 21 | 20
2876 | 25 | 19
2877 | 27 | 17
2878 | 19 | 16
2879 | 20 | 18
2880 | 20 | 22
2881 | 25 | 26
2882 | 15 | 19
2883 | 16 | 24
2884 | 18 | 14
2885 | 18 | 21
2886 | 18 | 18
2887 | 24 | 24
2888 | 19 | 18
2889 | 22 | 13
2890 | 18 | 19
2891 | 24 | 16
2892 | 22 | 16
2893 | 19 | 19
2894 | 16 | 20
2895 | 17 | 24
2896 | 18 | 25
2897 | 21 | 23
2898 | 16 | 25
2899 | 26 | 15
2900 | 25 | 17
2901 | 12 | 20
2902 | 24 | 21
2903 | 23 | 21
2904 | 16 | 13
2905 | 17 | 15
2906 | 20 | 22
2907 | 11 | 15
2908 | 20 | 16
2909 | 16 | 13
2910 | 17 | 20
2911 | 17 | 20
2912 | 24 | 13
2913 | 25 | 20
2914 | 21 | 21
2915 | 17 | 19
2916 | 19 | 15
2917 | 10 | 16
2918 | 22 | 13
2919 | 24 | 14
2920 | 19 | 24
2921 | 25 | 18
2922 | 18 | 17
2923 | 26 | 24
2924 | 21 | 24
2925 | 19 | 15
2926 | 24 | 21
2927 | 22 | 27
2928 | 24 | 26
2929 | 20 | 13
2930 | 21 | 14
2931 | 22 | 13
2932 | 18 | 18
2933 | 15 | 16
2934 | 13 | 9
2935 | 23 | 25
2936 | 19 | 16
2937 | 14 | 23
2938 | 21 | 15
2939 | 25 | 26
2940 | 18 | 15
2941 | 18 | 15
2942 | 14 | 11
2943 | 21 | 18
2944 | 25 | 18
2945 | 20 | 24
2946 | 19 | 20
2947 | 12 | 25
2948 | 16 | 26
2949 | 20 | 20
2950 | 16 | 21
2951 | 16 | 15
2952 | 22 | 21
2953 | 20 | 21
2954 | 18 | 20
2955 | 21 | 16
2956 | 19 | 19
2957 | 22 | 22
2958 | 14 | 18
2959 | 22 | 15
2960 | 20 | 26
2961 | 19 | 13
2962 | 11 | 16
2963 | 16 | 20
2964 | 18 | 20
2965 | 22 | 19
2966 | 24 | 17
2967 | 31 | 18
2968 | 18 | 23
2969 | 10 | 23
2970 | 22 | 16
2971 | 24 | 25
2972 | 26 | 26
2973 | 11 | 16
2974 | 22 | 17
2975 | 13 | 14
2976 | 20 | 25
2977 | 17 | 13
2978 | 17 | 20
2979 | 22 | 15
2980 | 10 | 14
2981 | 17 | 19
2982 | 17 | 19
2983 | 23 | 10
2984 | 38 | 13
2985 | 23 | 18
2986 | 20 | 29
2987 | 21 | 17
2988 | 20 | 10
2989 | 17 | 21
2990 | 24 | 20
2991 | 20 | 21
2992 | 20 | 24
2993 | 13 | 21
2994 | 23 | 11
2995 | 19 | 14
2996 | 19 | 21
2997 | 21 | 16
2998 | 16 | 12
2999 | 12 | 17
3000 | 24 | 14
3001 | 19 | 20
3002 | 27 | 19
3003 | 27 | 21
3004 | 28 | 22
3005 | 20 | 14
3006 | 18 | 17
3007 | 19 | 25
3008 | 27 | 31
3009 | 20 | 20
3010 | 23 | 20
3011 | 15 | 25
3012 | 19 | 15
3013 | 26 | 20
3014 | 19 | 15
3015 | 21 | 11
3016 | 16 | 14
3017 | 25 | 16
3018 | 13 | 19
3019 | 26 | 16
3020 | 24 | 23
3021 | 20 | 19
3022 | 13 | 12
3023 | 21 | 23
3024 | 22 | 20
3025 | 17 | 22
3026 | 25 | 17
3027 | 20 | 14
3028 | 17 | 22
3029 | 22 | 14
3030 | 21 | 12
3031 | 15 | 22
3032 | 18 | 25
3033 | 19 | 15
3034 | 18 | 18
3035 | 20 | 17
3036 | 17 | 17
3037 | 21 | 25
3038 | 20 | 20
3039 | 26 | 18
3040 | 28 | 20
3041 | 21 | 19
3042 | 18 | 28
3043 | 23 | 19
3044 | 13 | 16
3045 | 21 | 15
3046 | 19 | 19
3047 | 30 | 18
3048 | 26 | 17
3049 | 21 | 18
3050 | 24 | 18
3051 | 19 | 20
3052 | 23 | 15
3053 | 23 | 25
3054 | 14 | 14
3055 | 19 | 12
3056 | 22 | 20
3057 | 29 | 17
3058 | 19 | 22
3059 | 16 | 17
3060 | 11 | 16
3061 | 17 | 26
3062 | 19 | 25
3063 | 17 | 12
3064 | 19 | 16
3065 | 20 | 18
3066 | 23 | 22
3067 | 19 | 13
3068 | 21 | 22
3069 | 20 | 19
3070 | 22 | 18
3071 | 18 | 17
3072 | 23 | 25
3073 | 31 | 20
3074 | 12 | 16
3075 | 14 | 22
3076 | 18 | 15
3077 | 23 | 21
3078 | 19 | 22
3079 | 15 | 14
3080 | 16 | 27
3081 | 17 | 24
3082 | 20 | 14
3083 | 24 | 19
3084 | 17 | 18
3085 | 17 | 18
3086 | 15 | 19
3087 | 23 | 28
3088 | 15 | 24
3089 | 16 | 17
3090 | 16 | 15
3091 | 20 | 19
3092 | 21 | 20
3093 | 13 | 18
3094 | 18 | 14
3095 | 17 | 13
3096 | 16 | 19
3097 | 27 | 13
3098 | 21 | 22
3099 | 18 | 23
3100 | 17 | 15
3101 | 23 | 13
3102 | 22 | 25
3103 | 22 | 15
3104 | 10 | 21
3105 | 18 | 22
3106 | 20 | 23
3107 | 16 | 13
3108 | 23 | 20
3109 | 16 | 31
3110 | 22 | 25
3111 | 21 | 25
3112 | 17 | 17
3113 | 24 | 21
3114 | 18 | 14
3115 | 14 | 22
3116 | 23 | 21
3117 | 22 | 15
3118 | 27 | 21
3119 | 19 | 18
3120 | 20 | 13
3121 | 10 | 20
3122 | 22 | 19
3123 | 23 | 19
3124 | 17 | 21
3125 | 20 | 31
3126 | 28 | 24
3127 | 11 | 14
3128 | 11 | 16
3129 | 18 | 13
3130 | 23 | 16
3131 | 25 | 22
3132 | 17 | 20
3133 | 21 | 16
3134 | 20 | 18
3135 | 15 | 18
3136 | 23 | 15
3137 | 20 | 29
3138 | 15 | 10
3139 | 25 | 30
3140 | 23 | 20
3141 | 22 | 17
3142 | 27 | 19
3143 | 14 | 25
3144 | 20 | 23
3145 | 30 | 30
3146 | 14 | 22
3147 | 25 | 17
3148 | 22 | 20
3149 | 23 | 18
3150 | 19 | 16
3151 | 24 | 19
3152 | 22 | 21
3153 | 17 | 18
3154 | 25 | 16
3155 | 21 | 15
3156 | 24 | 19
3157 | 17 | 17
3158 | 23 | 12
3159 | 24 | 24
3160 | 23 | 16
3161 | 22 | 19
3162 | 21 | 12
3163 | 18 | 16
3164 | 19 | 28
3165 | 24 | 15
3166 | 27 | 22
3167 | 17 | 21
3168 | 14 | 18
3169 | 28 | 22
3170 | 19 | 14
3171 | 20 | 17
3172 | 22 | 18
3173 | 20 | 14
3174 | 26 | 20
3175 | 18 | 21
3176 | 14 | 17
3177 | 23 | 19
3178 | 20 | 17
3179 | 19 | 23
3180 | 15 | 33
3181 | 14 | 8
3182 | 16 | 18
3183 | 26 | 20
3184 | 11 | 28
3185 | 22 | 20
3186 | 23 | 29
3187 | 20 | 14
3188 | 16 | 18
3189 | 21 | 17
3190 | 25 | 13
3191 | 20 | 20
3192 | 17 | 18
3193 | 27 | 19
3194 | 17 | 18
3195 | 21 | 13
3196 | 15 | 19
3197 | 24 | 20
3198 | 21 | 18
3199 | 27 | 18
3200 | 25 | 18
3201 | 18 | 10
3202 | 24 | 28
3203 | 18 | 24
3204 | 22 | 18
3205 | 16 | 15
3206 | 23 | 20
3207 | 16 | 26
3208 | 31 | 15
3209 | 26 | 30
3210 | 22 | 14
3211 | 15 | 18
3212 | 21 | 19
3213 | 21 | 16
3214 | 18 | 20
3215 | 18 | 18
3216 | 25 | 30
3217 | 22 | 22
3218 | 27 | 17
3219 | 17 | 26
3220 | 16 | 14
3221 | 23 | 24
3222 | 30 | 16
3223 | 19 | 17
3224 | 26 | 21
3225 | 18 | 19
3226 | 24 | 16
3227 | 13 | 17
3228 | 17 | 15
3229 | 14 | 24
3230 | 22 | 28
3231 | 13 | 20
3232 | 18 | 15
3233 | 24 | 21
3234 | 16 | 21
3235 | 26 | 33
3236 | 18 | 20
3237 | 15 | 16
3238 | 15 | 20
3239 | 17 | 16
3240 | 16 | 19
3241 | 30 | 16
3242 | 19 | 15
3243 | 15 | 20
3244 | 21 | 16
3245 | 21 | 18
3246 | 20 | 24
3247 | 17 | 22
3248 | 17 | 19
3249 | 20 | 17
3250 | 18 | 15
3251 | 27 | 23
3252 | 30 | 19
3253 | 27 | 18
3254 | 22 | 12
3255 | 27 | 11
3256 | 19 | 15
3257 | 29 | 20
3258 | 23 | 17
3259 | 23 | 22
3260 | 22 | 17
3261 | 15 | 23
3262 | 26 | 21
3263 | 19 | 20
3264 | 27 | 26
3265 | 21 | 25
3266 | 17 | 18
3267 | 15 | 18
3268 | 22 | 24
3269 | 17 | 19
3270 | 19 | 26
3271 | 22 | 15
3272 | 24 | 19
3273 | 24 | 18
3274 | 19 | 16
3275 | 18 | 13
3276 | 18 | 18
3277 | 27 | 24
3278 | 15 | 18
3279 | 17 | 20
3280 | 19 | 17
3281 | 21 | 28
3282 | 25 | 20
3283 | 17 | 17
3284 | 24 | 19
3285 | 28 | 23
3286 | 31 | 21
3287 | 20 | 18
3288 | 18 | 22
3289 | 26 | 21
3290 | 10 | 25
3291 | 21 | 19
3292 | 27 | 15
3293 | 16 | 15
3294 | 17 | 15
3295 | 21 | 14
3296 | 25 | 21
3297 | 12 | 20
3298 | 20 | 18
3299 | 30 | 17
3300 | 18 | 19
3301 | 14 | 20
3302 | 26 | 25
3303 | 21 | 14
3304 | 26 | 18
3305 | 15 | 18
3306 | 14 | 17
3307 | 20 | 24
3308 | 15 | 14
3309 | 22 | 15
3310 | 23 | 20
3311 | 21 | 19
3312 | 12 | 24
3313 | 31 | 14
3314 | 22 | 35
3315 | 18 | 24
3316 | 18 | 16
3317 | 23 | 13
3318 | 24 | 17
3319 | 18 | 19
3320 | 23 | 28
3321 | 20 | 15
3322 | 17 | 23
3323 | 22 | 17
3324 | 19 | 13
3325 | 15 | 19
3326 | 19 | 27
3327 | 22 | 12
3328 | 17 | 14
3329 | 16 | 18
3330 | 17 | 21
3331 | 11 | 17
3332 | 25 | 19
3333 | 19 | 16
3334 | 25 | 17
3335 | 22 | 17
3336 | 18 | 17
3337 | 17 | 22
3338 | 18 | 20
3339 | 11 | 24
3340 | 23 | 18
3341 | 19 | 19
3342 | 20 | 17
3343 | 23 | 19
3344 | 13 | 23
3345 | 26 | 18
3346 | 14 | 18
3347 | 20 | 15
3348 | 20 | 20
3349 | 20 | 17
3350 | 15 | 16
3351 | 21 | 18
3352 | 11 | 18
3353 | 17 | 15
3354 | 15 | 11
3355 | 18 | 19
3356 | 13 | 21
3357 | 21 | 13
3358 | 21 | 17
3359 | 21 | 27
3360 | 21 | 18
3361 | 17 | 18
3362 | 13 | 20
3363 | 24 | 24
3364 | 17 | 18
3365 | 26 | 20
3366 | 22 | 14
3367 | 18 | 23
3368 | 21 | 22
3369 | 16 | 16
3370 | 21 | 22
3371 | 18 | 20
3372 | 20 | 25
3373 | 23 | 14
3374 | 18 | 18
3375 | 17 | 27
3376 | 25 | 19
3377 | 23 | 20
3378 | 24 | 15
3379 | 24 | 20
3380 | 21 | 10
3381 | 16 | 22
3382 | 23 | 20
3383 | 12 | 17
3384 | 18 | 20
3385 | 21 | 20
3386 | 31 | 17
3387 | 15 | 13
3388 | 20 | 19
3389 | 20 | 18
3390 | 20 | 21
3391 | 13 | 19
3392 | 19 | 15
3393 | 20 | 19
3394 | 20 | 20
3395 | 16 | 17
3396 | 18 | 14
3397 | 23 | 25
3398 | 21 | 13
3399 | 16 | 18
3400 | 19 | 22
3401 | 20 | 19
3402 | 14 | 19
3403 | 18 | 19
3404 | 23 | 18
3405 | 11 | 23
3406 | 19 | 20
3407 | 23 | 18
3408 | 21 | 18
3409 | 16 | 24
3410 | 18 | 14
3411 | 25 | 21
3412 | 22 | 15
3413 | 17 | 20
3414 | 19 | 16
3415 | 22 | 14
3416 | 22 | 15
3417 | 20 | 16
3418 | 25 | 20
3419 | 23 | 19
3420 | 15 | 13
3421 | 20 | 19
3422 | 17 | 22
3423 | 20 | 17
3424 | 19 | 20
3425 | 18 | 17
3426 | 27 | 23
3427 | 15 | 14
3428 | 17 | 18
3429 | 17 | 19
3430 | 20 | 30
3431 | 24 | 10
3432 | 21 | 21
3433 | 16 | 13
3434 | 25 | 14
3435 | 16 | 14
3436 | 18 | 8
3437 | 24 | 24
3438 | 19 | 15
3439 | 16 | 16
3440 | 19 | 23
3441 | 18 | 17
3442 | 21 | 15
3443 | 22 | 19
3444 | 20 | 13
3445 | 17 | 15
3446 | 32 | 18
3447 | 15 | 13
3448 | 24 | 26
3449 | 17 | 15
3450 | 28 | 10
3451 | 27 | 20
3452 | 20 | 14
3453 | 17 | 22
3454 | 24 | 16
3455 | 27 | 20
3456 | 26 | 17
3457 | 16 | 18
3458 | 18 | 14
3459 | 14 | 19
3460 | 20 | 14
3461 | 19 | 15
3462 | 21 | 17
3463 | 21 | 17
3464 | 9 | 21
3465 | 19 | 12
3466 | 19 | 18
3467 | 17 | 22
3468 | 12 | 16
3469 | 31 | 18
3470 | 10 | 19
3471 | 23 | 14
3472 | 24 | 18
3473 | 18 | 23
3474 | 19 | 24
3475 | 20 | 12
3476 | 17 | 15
3477 | 24 | 20
3478 | 22 | 16
3479 | 18 | 17
3480 | 20 | 18
3481 | 15 | 14
3482 | 20 | 22
3483 | 21 | 15
3484 | 15 | 11
3485 | 26 | 22
3486 | 20 | 20
3487 | 21 | 19
3488 | 14 | 25
3489 | 25 | 20
3490 | 27 | 23
3491 | 14 | 21
3492 | 22 | 23
3493 | 27 | 20
3494 | 15 | 20
3495 | 24 | 14
3496 | 11 | 24
3497 | 24 | 12
3498 | 22 | 18
3499 | 14 | 28
3500 | 12 | 13
3501 | 22 | 23
3502 | 17 | 25
3503 | 24 | 18
3504 | 18 | 22
3505 | 18 | 14
3506 | 22 | 17
3507 | 22 | 20
3508 | 26 | 11
3509 | 14 | 11
3510 | 15 | 18
3511 | 18 | 21
3512 | 19 | 23
3513 | 20 | 11
3514 | 26 | 18
3515 | 15 | 10
3516 | 26 | 19
3517 | 28 | 17
3518 | 15 | 19
3519 | 36 | 20
3520 | 19 | 14
3521 | 22 | 26
3522 | 21 | 14
3523 | 29 | 24
3524 | 16 | 15
3525 | 24 | 19
3526 | 23 | 26
3527 | 16 | 18
3528 | 22 | 18
3529 | 20 | 16
3530 | 23 | 16
3531 | 8 | 22
3532 | 10 | 19
3533 | 22 | 23
3534 | 17 | 11
3535 | 21 | 15
3536 | 22 | 19
3537 | 19 | 24
3538 | 21 | 20
3539 | 18 | 17
3540 | 20 | 18
3541 | 19 | 22
3542 | 24 | 20
3543 | 18 | 16
3544 | 29 | 19
3545 | 18 | 18
3546 | 14 | 22
3547 | 19 | 22
3548 | 24 | 20
3549 | 20 | 16
3550 | 18 | 12
3551 | 18 | 15
3552 | 22 | 24
3553 | 26 | 9
3554 | 20 | 15
3555 | 21 | 23
3556 | 23 | 14
3557 | 19 | 26
3558 | 14 | 24
3559 | 16 | 13
3560 | 20 | 17
3561 | 24 | 20
3562 | 27 | 17
3563 | 11 | 22
3564 | 29 | 19
3565 | 20 | 19
3566 | 16 | 20
3567 | 19 | 18
3568 | 24 | 18
3569 | 17 | 14
3570 | 19 | 17
3571 | 16 | 17
3572 | 21 | 15
3573 | 23 | 16
3574 | 24 | 13
3575 | 21 | 28
3576 | 23 | 18
3577 | 24 | 19
3578 | 19 | 14
3579 | 27 | 29
3580 | 14 | 24
3581 | 15 | 21
3582 | 14 | 17
3583 | 17 | 21
3584 | 23 | 20
3585 | 21 | 23
3586 | 21 | 12
3587 | 17 | 20
3588 | 20 | 22
3589 | 20 | 24
3590 | 15 | 12
3591 | 20 | 17
3592 | 20 | 16
3593 | 22 | 20
3594 | 26 | 19
3595 | 16 | 16
3596 | 21 | 16
3597 | 27 | 18
3598 | 17 | 27
3599 | 26 | 27
3600 | 16 | 19
3601 | 19 | 26
3602 | 22 | 24
3603 | 20 | 17
3604 | 16 | 17
3605 | 18 | 14
3606 | 17 | 18
3607 | 15 | 18
3608 | 16 | 19
3609 | 24 | 14
3610 | 25 | 23
3611 | 21 | 15
3612 | 24 | 16
3613 | 26 | 17
3614 | 19 | 12
3615 | 19 | 16
3616 | 19 | 20
3617 | 22 | 25
3618 | 20 | 22
3619 | 20 | 18
3620 | 10 | 14
3621 | 26 | 14
3622 | 14 | 18
3623 | 22 | 18
3624 | 27 | 24
3625 | 15 | 21
3626 | 14 | 18
3627 | 17 | 18
3628 | 19 | 26
3629 | 14 | 16
3630 | 19 | 17
3631 | 22 | 19
3632 | 24 | 22
3633 | 16 | 23
3634 | 25 | 17
3635 | 20 | 24
3636 | 17 | 24
3637 | 23 | 13
3638 | 20 | 17
3639 | 28 | 29
3640 | 18 | 6
3641 | 11 | 14
3642 | 17 | 16
3643 | 24 | 26
3644 | 21 | 14
3645 | 22 | 25
3646 | 20 | 17
3647 | 21 | 21
3648 | 18 | 19
3649 | 17 | 22
3650 | 29 | 20
3651 | 15 | 25
3652 | 14 | 20
3653 | 16 | 18
3654 | 14 | 19
3655 | 25 | 19
3656 | 17 | 21
3657 | 18 | 18
3658 | 24 | 19
3659 | 17 | 17
3660 | 26 | 22
3661 | 16 | 14
3662 | 28 | 16
3663 | 10 | 18
3664 | 26 | 25
3665 | 26 | 18
3666 | 29 | 16
3667 | 15 | 21
3668 | 20 | 28
3669 | 16 | 22
3670 | 26 | 20
3671 | 20 | 18
3672 | 12 | 21
3673 | 16 | 20
3674 | 21 | 25
3675 | 26 | 16
3676 | 19 | 17
3677 | 24 | 17
3678 | 28 | 17
3679 | 23 | 16
3680 | 21 | 18
3681 | 28 | 24
3682 | 20 | 27
3683 | 24 | 18
3684 | 14 | 19
3685 | 14 | 26
3686 | 16 | 19
3687 | 20 | 13
3688 | 25 | 12
3689 | 28 | 20
3690 | 17 | 15
3691 | 20 | 18
3692 | 20 | 16
3693 | 14 | 22
3694 | 24 | 16
3695 | 21 | 17
3696 | 18 | 24
3697 | 14 | 15
3698 | 26 | 26
3699 | 22 | 11
3700 | 21 | 22
3701 | 26 | 17
3702 | 21 | 23
3703 | 13 | 11
3704 | 16 | 15
3705 | 20 | 20
3706 | 28 | 21
3707 | 24 | 17
3708 | 24 | 21
3709 | 22 | 19
3710 | 20 | 21
3711 | 21 | 16
3712 | 23 | 22
3713 | 25 | 16
3714 | 21 | 14
3715 | 20 | 22
3716 | 19 | 21
3717 | 25 | 23
3718 | 19 | 15
3719 | 18 | 24
3720 | 24 | 18
3721 | 25 | 22
3722 | 18 | 28
3723 | 23 | 18
3724 | 20 | 17
3725 | 23 | 18
3726 | 17 | 21
3727 | 19 | 19
3728 | 16 | 12
3729 | 20 | 17
3730 | 20 | 25
3731 | 18 | 23
3732 | 22 | 8
3733 | 24 | 19
3734 | 15 | 17
3735 | 13 | 12
3736 | 24 | 21
3737 | 20 | 21
3738 | 21 | 22
3739 | 23 | 21
3740 | 13 | 13
3741 | 23 | 18
3742 | 12 | 18
3743 | 25 | 16
3744 | 28 | 22
3745 | 15 | 28
3746 | 14 | 15
3747 | 22 | 15
3748 | 12 | 17
3749 | 18 | 24
3750 | 18 | 23
3751 | 14 | 17
3752 | 24 | 24
3753 | 13 | 18
3754 | 20 | 28
3755 | 18 | 20
3756 | 15 | 19
3757 | 19 | 21
3758 | 18 | 18
3759 | 23 | 27
3760 | 34 | 16
3761 | 30 | 20
3762 | 25 | 25
3763 | 24 | 23
3764 | 27 | 11
3765 | 20 | 14
3766 | 18 | 18
3767 | 24 | 21
3768 | 17 | 19
3769 | 16 | 19
3770 | 14 | 18
3771 | 16 | 18
3772 | 24 | 20
3773 | 11 | 18
3774 | 21 | 22
3775 | 17 | 28
3776 | 24 | 22
3777 | 12 | 24
3778 | 19 | 18
3779 | 20 | 15
3780 | 21 | 27
3781 | 21 | 18
3782 | 14 | 22
3783 | 21 | 19
3784 | 21 | 29
3785 | 26 | 18
3786 | 23 | 15
3787 | 20 | 21
3788 | 23 | 25
3789 | 18 | 21
3790 | 21 | 16
3791 | 18 | 19
3792 | 28 | 14
3793 | 19 | 11
3794 | 16 | 18
3795 | 21 | 19
3796 | 22 | 24
3797 | 17 | 20
3798 | 19 | 18
3799 | 17 | 27
3800 | 19 | 19
3801 | 16 | 24
3802 | 17 | 19
3803 | 25 | 15
3804 | 26 | 13
3805 | 18 | 15
3806 | 25 | 26
3807 | 18 | 19
3808 | 32 | 20
3809 | 24 | 17
3810 | 13 | 24
3811 | 22 | 13
3812 | 20 | 24
3813 | 12 | 29
3814 | 22 | 18
3815 | 28 | 21
3816 | 22 | 16
3817 | 20 | 27
3818 | 19 | 14
3819 | 20 | 14
3820 | 14 | 18
3821 | 14 | 14
3822 | 17 | 14
3823 | 23 | 18
3824 | 16 | 20
3825 | 18 | 21
3826 | 25 | 12
3827 | 17 | 20
3828 | 18 | 24
3829 | 27 | 19
3830 | 19 | 17
3831 | 26 | 23
3832 | 19 | 16
3833 | 24 | 18
3834 | 20 | 16
3835 | 18 | 21
3836 | 27 | 14
3837 | 16 | 20
3838 | 22 | 15
3839 | 26 | 18
3840 | 24 | 20
3841 | 26 | 11
3842 | 16 | 11
3843 | 19 | 28
3844 | 21 | 16
3845 | 24 | 22
3846 | 18 | 16
3847 | 23 | 17
3848 | 14 | 20
3849 | 28 | 19
3850 | 18 | 11
3851 | 28 | 22
3852 | 11 | 22
3853 | 17 | 20
3854 | 20 | 12
3855 | 22 | 15
3856 | 15 | 24
3857 | 19 | 15
3858 | 20 | 18
3859 | 29 | 22
3860 | 20 | 22
3861 | 17 | 26
3862 | 14 | 24
3863 | 13 | 16
3864 | 22 | 20
3865 | 12 | 11
3866 | 16 | 18
3867 | 18 | 15
3868 | 9 | 18
3869 | 20 | 19
3870 | 13 | 15
3871 | 35 | 8
3872 | 20 | 27
3873 | 11 | 18
3874 | 26 | 17
3875 | 14 | 22
3876 | 23 | 22
3877 | 27 | 16
3878 | 24 | 22
3879 | 21 | 19
3880 | 11 | 16
3881 | 11 | 27
3882 | 22 | 15
3883 | 22 | 22
3884 | 22 | 14
3885 | 23 | 12
3886 | 20 | 21
3887 | 27 | 16
3888 | 23 | 19
3889 | 16 | 15
3890 | 7 | 17
3891 | 18 | 21
3892 | 23 | 23
3893 | 20 | 17
3894 | 27 | 23
3895 | 18 | 20
3896 | 14 | 10
3897 | 22 | 15
3898 | 16 | 22
